fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,160,REPAIR/MAINT PROPERTY,7500
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,162,REPAIR/MAINT EQUIPMENT,14900
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,166,DUES  SUBSC & MEM,200
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,181,MOBILE COMMUNICATION SERVICES,216000
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,188,VEHICLE TRACKING SERVICE,49000
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,189,TELEPHONE - NON-CENTREX BILLINGS,3900
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,190,TELEPHONE - NON-CENTREX BILLINGS,22700
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,197,TELEPHONE - MAINTENANCE,700
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,313,CLEANING AND SANITATION SUPPLIES,700
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,319,CLOTHING,7110
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,340,MATERIAL AND SUPPLIES,172960
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,350,STATIONERY AND OFFICE SUPPLIES,52850
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,989,REFUND CANCELLED VOUCHER,700000
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,992,TOW STORAGE REFUNDS,97000
LOCAL,0300,VEHICLE FUND,81,DEPT STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,9438,REIMBURSEMENT - 2FM,41350
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,5,SALARIES AND WAGES - ON PAYROLL,6574523
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,11,CONTRACT WAGE - SALARY,22711
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,12,CONTRACT WAGE - PREVAILING RATE,11931
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,15,SCHEDULE SALARY ADJUSTMENTS,16335
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,20,OVERTIME,36400
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,39,STUDENT AS TRAINEES,10000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,130,POSTAGE,4000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,140,PROFESSIONAL AND TECHNICAL SERVICES,151486
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,144,ENGINEERING AND ARCHITECTURE,373861
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,148,TESTING AND INSPECTING,3561
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,149,SOFTWARE MAINTENANCE AND LICENSING,35000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,150,PUBLICATN & REPRODT-OUT,6000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,152,ADVERTISING,2000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,154,RENTAL-DATA HARDWARE EQ,10000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,157,RENTAL EQUIPMENT AND SERVICES,41400
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,159,LEASE PURCHASE AGREEMNT,14396
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,160,REPAIR/MAINT PROPERTY,13454
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,162,REPAIR/MAINT EQUIPMENT,54479
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,166,DUES  SUBSC & MEM,2800
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,169,TECHNICAL MEETING COSTS,3000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,181,MOBILE COMMUNICATION SERVICES,13500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,190,TELEPHONE - NON-CENTREX BILLINGS,13000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,197,TELEPHONE - MAINTENANCE,750
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,229,TRANSPORTATION AND EXPENSE ALLOWANCE,41378
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,245,REIMBURSEMENT TO TRAVELERS,4000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,340,MATERIAL AND SUPPLIES,20296
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,345,APPARATUS AND INSTRUMENTS,2000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,348,BOOKS AND RELATED MATERIAL,1000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2125,ENGINEERING,350,STATIONERY AND OFFICE SUPPLIES,12310
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,4484568
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,11,CONTRACT WAGE - SALARY,7871
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,15,SCHEDULE SALARY ADJUSTMENTS,32577
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,20,OVERTIME,34573
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,39,STUDENT AS TRAINEES,14000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,126,OFFICE CONVENIENCES,350
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,130,POSTAGE,50250
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,4310000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,149,SOFTWARE MAINTENANCE AND LICENSING,125000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,150,PUBLICATN & REPRODT-OUT,12400
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,152,ADVERTISING,9000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,5400
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,159,LEASE PURCHASE AGREEMNT,17089
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,160,REPAIR/MAINT PROPERTY,9800
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,48328
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,166,DUES  SUBSC & MEM,500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,179,MESSENGER SERVICES,500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,181,MOBILE COMMUNICATION SERVICES,24000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,188,VEHICLE TRACKING SERVICE,12912
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,190,TELEPHONE - NON-CENTREX BILLINGS,43300
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,196,DATA CIRCUITS,5500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,197,TELEPHONE - MAINTENANCE,14800
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,134434
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,245,REIMBURSEMENT TO TRAVELERS,4000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,270,LOCAL TRANSPORTATION,500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,1617
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,319,CLOTHING,14000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,340,MATERIAL AND SUPPLIES,10500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,348,BOOKS AND RELATED MATERIAL,1050
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,350,STATIONERY AND OFFICE SUPPLIES,10000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2135,INFRASTRUCTURE MANAGEMENT,9438,REIMBURSEMENT - 2FM,4000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,15977147
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,11,CONTRACT WAGE - SALARY,252
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,194169
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,20,OVERTIME,650000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,957900
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,117495
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,159,LEASE PURCHASE AGREEMNT,10713
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,162,REPAIR/MAINT EQUIPMENT,16345
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,188,VEHICLE TRACKING SERVICE,13255
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,107560
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,319,CLOTHING,9800
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,363500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,345,APPARATUS AND INSTRUMENTS,30000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,8000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,6500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,362,PAINTS AND PAINTING SUPPLIES,1000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,327000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,423,COMMUNICATION DEVICES,700
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,440,MACHINERY AND EQUIPMENT,3750
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,38936782
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,11,CONTRACT WAGE - SALARY,829
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,12,CONTRACT WAGE - PREVAILING RATE,346905
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,15,SCHEDULE SALARY ADJUSTMENTS,4023
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,20,OVERTIME,102000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,40,ADJUSTED SALARAIES - PER DIEM - PR,51407
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,140,PROFESSIONAL AND TECHNICAL SERVICES,14700
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,157,RENTAL EQUIPMENT AND SERVICES,286587
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,159,LEASE PURCHASE AGREEMNT,4373
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,160,REPAIR/MAINT PROPERTY,42891
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,162,REPAIR/MAINT EQUIPMENT,34966
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,169,TECHNICAL MEETING COSTS,100
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,181,MOBILE COMMUNICATION SERVICES,84500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,185,WASTE DISPOSAL SERVICES,107681
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,188,VEHICLE TRACKING SERVICE,167160
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,190,TELEPHONE - NON-CENTREX BILLINGS,35800
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,197,TELEPHONE - MAINTENANCE,900
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,14425
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,245,REIMBURSEMENT TO TRAVELERS,500
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,340,MATERIAL AND SUPPLIES,796723
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,350,STATIONERY AND OFFICE SUPPLIES,10000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,9064,MAINTENANCE STREET PAVE,75000
LOCAL,0300,VEHICLE FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,9481,REIMBURSEMENT - DSS,35000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,3,SCHEDULED WAGE ADJUSTMENTS,185912
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,8,PAYMENT RETROACTIVE SALARIES,245515
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,4359758
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,TEXT FILE - EXTRA LONG,9178708
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANCE,109594
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKERS' COMPENSATION,7650000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLOYMENT INSURANCE CLAIM,291649
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,MEDICAL CARE CLAIMS,2253226
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,DENTAL PLAN PREMIUMS,477795
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,70,TUITION REIMBURSEMENT,20000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,121,INVESTIGATION COSTS-COMMITTEE ON FINANCE,110000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,138,IT MAINTENANCE,1044513
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,3211682
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,150000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,196,DATA CIRCUITS,137079
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,1005905
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,2000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,934,CLAIMS AGAINST THE CITY,1375000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,989,REFUND CANCELLED VOUCHER,765000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,991,MATCHING AND SUPPLEMENTAL GRANTS,657700
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,17019
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,983302
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9551,RETROACTIVE PENSION PAYMENTS,38607
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9610,REIMB - PENSION PAYMENTS,12111503
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9611,REIMB - INDIRECT COSTS TO CORPORATE,16235000
LOCAL,0300,VEHICLE FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9774,TRANSFER FOR SERVICES OEMC,33000
LOCAL,0310,MOTOR FUEL TAX FUND,1,OFFICE OF THE MAYOR,2005,OFFICE OF THE MAYOR,5,SALARIES AND WAGES - ON PAYROLL,259998
LOCAL,0310,MOTOR FUEL TAX FUND,5,OFFICE OF BUDGET & MANAGEMENT,2005,OFFICE OF BUDGET & MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,282732
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,1099607
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,332413
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,21213647
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,3236470
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,33363
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,1712
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,1000000
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,300000
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,3041822
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,1200000
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,5,SALARIES AND WAGES - ON PAYROLL,1276686
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,12,CONTRACT WAGE - PREVAILING RATE,12767
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,20,OVERTIME,2000000
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,140,PROFESSIONAL AND TECHNICAL SERVICES,915588
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,157,RENTAL EQUIPMENT AND SERVICES,260500
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,162,REPAIR/MAINT EQUIPMENT,64625
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,188,VEHICLE TRACKING SERVICE,195852
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,340,MATERIAL AND SUPPLIES,12402991
LOCAL,0310,MOTOR FUEL TAX FUND,81,DEPT STREETS AND SANITATION,2047,SNOW AND ICE REMOVAL,350,STATIONERY AND OFFICE SUPPLIES,1000
LOCAL,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,319,CLOTHING,2034
LOCAL,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,340,MATERIAL AND SUPPLIES,1500090
LOCAL,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,360,REPAIR PARTS AND MATERIAL,250000
LOCAL,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2150,ELECTRICAL OPERATIONS,365,ELECTRICAL SUPPLIES,350000
LOCAL,0310,MOTOR FUEL TAX FUND,84,CHICAGO DEPT OF TRANSPORTATION,2155,IN-HOUSE CONSTRUCTION,5,SALARIES AND WAGES - ON PAYROLL,5924341
